customer_id,customer_segment
2704,"Low Value"
2705,"Low Value"
2707,"High Value"
2708,"Low Value"
2709,"Medium Value"
2710,"High Value"
2711,"High Value"
2713,"Medium Value"
2714,"Medium Value"
2716,"Medium Value"
2717,"Low Value"
2718,"Medium Value"
2719,"Medium Value"
2722,"Low Value"
2723,"High Value"
2724,"High Value"
2727,"Medium Value"
2728,"Medium Value"
2730,"Medium Value"
2731,"Medium Value"
2732,"Low Value"
2733,"Medium Value"
2734,"High Value"
2735,"High Value"
2736,"High Value"
2737,"High Value"
2738,"High Value"
2740,"High Value"
2741,"Low Value"
2742,"Medium Value"
2743,"Medium Value"
2744,"High Value"
2745,"Low Value"
2746,"Medium Value"
2748,"High Value"
2749,"High Value"
2750,"Medium Value"
2752,"Medium Value"
2753,"High Value"
2754,"High Value"
2755,"Low Value"
2756,"High Value"
2759,"Medium Value"
2760,"Medium Value"
2761,"Medium Value"
2763,"High Value"
2764,"Medium Value"
2765,"High Value"
2766,"High Value"
2767,"Medium Value"
2768,"Medium Value"
2769,"Medium Value"
2770,"Low Value"
2771,"High Value"
2774,"Medium Value"
2775,"High Value"
2776,"Medium Value"
2777,"Medium Value"
2778,"Medium Value"
2779,"Medium Value"
2780,"High Value"
2781,"High Value"
2782,"Medium Value"
2783,"High Value"
2784,"Medium Value"
2785,"Medium Value"
2786,"Medium Value"
2787,"High Value"
2788,"Medium Value"
2789,"High Value"
2790,"Low Value"
2791,"High Value"
2792,"High Value"
2793,"Medium Value"
2795,"Medium Value"
2796,"High Value"
2797,"Medium Value"
2798,"Low Value"
2799,"High Value"
2800,"High Value"
2801,"Medium Value"
2802,"Medium Value"
2803,"Medium Value"
2804,"High Value"
2805,"High Value"
2806,"Medium Value"
2807,"High Value"
2809,"Medium Value"
2810,"Medium Value"
2811,"Low Value"
2812,"Medium Value"
2813,"Medium Value"
2814,"High Value"
2815,"Medium Value"
2816,"Medium Value"
2817,"High Value"
2818,"High Value"
2819,"Low Value"
2820,"Medium Value"
2822,"Medium Value"
2823,"Medium Value"
2824,"Low Value"
2825,"Medium Value"
2826,"High Value"
2827,"High Value"
2829,"High Value"
2831,"Medium Value"
2833,"High Value"
2834,"High Value"
2835,"Medium Value"
2836,"Medium Value"
2838,"Medium Value"
2839,"Medium Value"
2840,"High Value"
2841,"High Value"
2843,"High Value"
2845,"Medium Value"
2846,"Medium Value"
2848,"Medium Value"
2850,"High Value"
2854,"Medium Value"
2856,"Medium Value"
2857,"High Value"
2858,"Low Value"
2859,"Medium Value"
2860,"Medium Value"
2861,"High Value"
2862,"High Value"
2863,"Medium Value"
2864,"Medium Value"
2865,"Medium Value"
2866,"High Value"
2867,"Medium Value"
2868,"High Value"
2869,"Medium Value"
2870,"Medium Value"
2871,"Medium Value"
2872,"Low Value"
2874,"High Value"
2875,"Medium Value"
2876,"High Value"
2877,"Medium Value"
2878,"Low Value"
2879,"Medium Value"
2880,"High Value"
2882,"High Value"
2883,"High Value"
2884,"Medium Value"
2885,"Low Value"
2886,"High Value"
2889,"High Value"
2890,"Medium Value"
2891,"High Value"
2893,"Medium Value"
2894,"High Value"
2895,"Medium Value"
2897,"High Value"
2899,"High Value"
2900,"Low Value"
2902,"Medium Value"
2905,"High Value"
2907,"Medium Value"
2908,"Medium Value"
2909,"High Value"
2910,"Low Value"
2911,"Medium Value"
2912,"Medium Value"
2913,"Medium Value"
2914,"High Value"
2916,"Medium Value"
2917,"Medium Value"
2918,"Medium Value"
2920,"Medium Value"
2921,"Medium Value"
2922,"High Value"
2923,"High Value"
2924,"Medium Value"
2925,"High Value"
2926,"High Value"
2927,"Medium Value"
2928,"High Value"
2929,"High Value"
2930,"High Value"
2931,"High Value"
2932,"High Value"
2934,"Medium Value"
2935,"Medium Value"
2937,"High Value"
2938,"High Value"
2939,"Medium Value"
2940,"High Value"
2941,"High Value"
2943,"Medium Value"
2944,"Medium Value"
2945,"High Value"
2946,"Medium Value"
2947,"Medium Value"
2948,"Medium Value"
2950,"Medium Value"
2951,"High Value"
2953,"High Value"
2955,"Low Value"
2956,"Medium Value"
2958,"Medium Value"
2959,"Medium Value"
2960,"High Value"
2961,"High Value"
2963,"Medium Value"
2964,"High Value"
2965,"Medium Value"
2966,"High Value"
2967,"Medium Value"
2968,"Medium Value"
2970,"High Value"
2971,"High Value"
2972,"Medium Value"
2973,"High Value"
2974,"High Value"
2976,"High Value"
2977,"Medium Value"
2978,"Medium Value"
2979,"Low Value"
2980,"Medium Value"
2982,"Medium Value"
2983,"High Value"
2984,"Medium Value"
2985,"Medium Value"
2986,"High Value"
2987,"Medium Value"
2991,"Low Value"
2994,"Medium Value"
2995,"High Value"
2996,"Medium Value"
2998,"High Value"
2999,"High Value"
3002,"High Value"
3003,"Low Value"
3004,"Medium Value"
3005,"Medium Value"
3006,"Low Value"
3007,"High Value"
3009,"High Value"
3010,"Medium Value"
3011,"Medium Value"
3013,"Low Value"
3014,"Medium Value"
3015,"Low Value"
3016,"High Value"
3017,"High Value"
3018,"High Value"
3019,"Medium Value"
3020,"High Value"
3021,"Medium Value"
3022,"Medium Value"
3023,"Medium Value"
3024,"Low Value"
3025,"High Value"
3026,"Medium Value"
3027,"High Value"
3029,"Low Value"
3030,"Medium Value"
3031,"Medium Value"
3032,"High Value"
3033,"High Value"
3034,"High Value"
3036,"Medium Value"
3037,"Medium Value"
3038,"High Value"
3039,"Medium Value"
3041,"Medium Value"
3042,"High Value"
3043,"Medium Value"
3044,"High Value"
3045,"Medium Value"
3046,"High Value"
3048,"High Value"
3049,"High Value"
3050,"Medium Value"
3051,"High Value"
3052,"Medium Value"
3053,"Medium Value"
3054,"Medium Value"
3055,"Medium Value"
3056,"Low Value"
3057,"Medium Value"
3058,"Medium Value"
3059,"Medium Value"
3060,"Medium Value"
3061,"Medium Value"
3062,"Medium Value"
3063,"High Value"
3064,"High Value"
3065,"High Value"
3066,"Medium Value"
3067,"High Value"
3068,"High Value"
3069,"High Value"
3071,"Low Value"
3072,"High Value"
3073,"Medium Value"
3074,"Medium Value"
3075,"Medium Value"
3077,"High Value"
3078,"High Value"
3079,"Medium Value"
3082,"High Value"
3083,"High Value"
3084,"High Value"
3085,"Medium Value"
3086,"High Value"
3087,"High Value"
3088,"High Value"
3089,"High Value"
3091,"Medium Value"
3093,"Medium Value"
3094,"High Value"
3095,"High Value"
3096,"Medium Value"
3097,"Medium Value"
3098,"Medium Value"
3100,"High Value"
3101,"Low Value"
3102,"Medium Value"
3104,"High Value"
3105,"High Value"
3106,"Medium Value"
3107,"Low Value"
3109,"High Value"
3110,"Medium Value"
3111,"High Value"
3112,"Medium Value"
3113,"Medium Value"
3114,"Medium Value"
3115,"High Value"
3116,"Medium Value"
3117,"Medium Value"
3118,"Medium Value"
3119,"Low Value"
3120,"High Value"
3121,"High Value"
3122,"Medium Value"
3123,"High Value"
3124,"Low Value"
3125,"Medium Value"
3126,"High Value"
3128,"Medium Value"
3129,"Medium Value"
3130,"High Value"
3131,"High Value"
3133,"Medium Value"
3134,"Medium Value"
3136,"Medium Value"
3137,"Medium Value"
3138,"High Value"
3139,"High Value"
3140,"Medium Value"
3141,"Medium Value"
3142,"Low Value"
3143,"High Value"
3146,"Medium Value"
3147,"High Value"
3148,"High Value"
3149,"Medium Value"
3150,"High Value"
3151,"High Value"
3152,"Medium Value"
3153,"High Value"
3154,"Medium Value"
3156,"Medium Value"
3157,"High Value"
3158,"High Value"
3159,"High Value"
3160,"High Value"
3161,"High Value"
3162,"High Value"
3163,"Medium Value"
3165,"High Value"
3166,"High Value"
3169,"Medium Value"
3170,"Medium Value"
3171,"High Value"
3173,"High Value"
3174,"Medium Value"
3175,"Medium Value"
3176,"Medium Value"
3177,"Medium Value"
3178,"Medium Value"
3179,"Medium Value"
3180,"Medium Value"
3181,"Medium Value"
3182,"High Value"
3183,"Medium Value"
3185,"Medium Value"
3186,"Medium Value"
3187,"High Value"
3188,"Medium Value"
3189,"Medium Value"
3190,"Medium Value"
3192,"Medium Value"
3193,"High Value"
3194,"Medium Value"
3195,"Medium Value"
3197,"High Value"
3198,"Medium Value"
3199,"Medium Value"
3200,"High Value"
3201,"Medium Value"
3202,"High Value"
3205,"High Value"
3206,"Medium Value"
3207,"Medium Value"
3208,"High Value"
3209,"Medium Value"
3211,"Medium Value"
3212,"Medium Value"
3214,"Medium Value"
3215,"Low Value"
3216,"Medium Value"
3217,"Medium Value"
3218,"High Value"
3219,"Medium Value"
3220,"Medium Value"
3222,"High Value"
3223,"High Value"
3224,"High Value"
3225,"Medium Value"
3226,"Medium Value"
3227,"Medium Value"
3229,"High Value"
3230,"High Value"
3231,"Medium Value"
3232,"Medium Value"
3233,"Medium Value"
3234,"Medium Value"
3235,"Medium Value"
3236,"Medium Value"
3237,"Medium Value"
3238,"High Value"
3239,"High Value"
3240,"High Value"
3241,"Medium Value"
3243,"High Value"
3244,"Medium Value"
3245,"Low Value"
3246,"Medium Value"
3247,"Medium Value"
3248,"High Value"
3249,"High Value"
3250,"Medium Value"
3251,"Medium Value"
3252,"Medium Value"
3253,"High Value"
3254,"High Value"
3255,"High Value"
3257,"Medium Value"
3258,"High Value"
3261,"Medium Value"
3262,"High Value"
3263,"High Value"
3265,"Medium Value"
3266,"Medium Value"
3267,"High Value"
3268,"Low Value"
3269,"High Value"
3271,"High Value"
3272,"High Value"
3273,"High Value"
3274,"Medium Value"
3275,"Medium Value"
3279,"Low Value"
3281,"Low Value"
3282,"High Value"
3284,"Medium Value"
3285,"High Value"
3286,"High Value"
3287,"Low Value"
3288,"Medium Value"
3289,"High Value"
3290,"Medium Value"
3291,"High Value"
3292,"High Value"
3293,"Medium Value"
3295,"High Value"
3298,"Low Value"
3299,"Medium Value"
3300,"Medium Value"
3301,"Medium Value"
3302,"Medium Value"
3303,"High Value"
3304,"Medium Value"
3305,"Medium Value"
3306,"High Value"
3307,"High Value"
3308,"Medium Value"
3309,"Medium Value"
3312,"High Value"
3314,"Low Value"
3315,"Medium Value"
3316,"Medium Value"
3317,"High Value"
3318,"High Value"
3319,"High Value"
3320,"High Value"
3321,"Medium Value"
3322,"High Value"
3323,"Low Value"
3324,"Medium Value"
3325,"High Value"
3326,"High Value"
3327,"Medium Value"
3328,"High Value"
3329,"Medium Value"
3330,"Low Value"
3332,"High Value"
3334,"Medium Value"
3335,"Medium Value"
3336,"High Value"
3337,"Medium Value"
3338,"High Value"
3339,"Medium Value"
3340,"Medium Value"
3341,"Medium Value"
3343,"Medium Value"
3344,"Medium Value"
3345,"High Value"
3346,"Medium Value"
3348,"High Value"
3350,"Medium Value"
3351,"Medium Value"
3352,"High Value"
3353,"Medium Value"
3354,"High Value"
3355,"High Value"
3357,"High Value"
3358,"Medium Value"
3359,"Medium Value"
3360,"Medium Value"
3362,"Medium Value"
3363,"Low Value"
3364,"Medium Value"
3365,"Medium Value"
3366,"Medium Value"
3369,"Medium Value"
3370,"High Value"
3371,"Medium Value"
3372,"Medium Value"
3374,"Medium Value"
3376,"High Value"
3377,"Low Value"
3378,"High Value"
3379,"Medium Value"
3380,"Medium Value"
3381,"High Value"
3382,"High Value"
3383,"High Value"
3384,"High Value"
3385,"High Value"
3386,"High Value"
3387,"High Value"
3388,"Medium Value"
3389,"High Value"
3390,"Medium Value"
3391,"Medium Value"
3392,"Medium Value"
3393,"Medium Value"
3395,"High Value"
3396,"Medium Value"
3397,"Medium Value"
3398,"Medium Value"
3399,"Low Value"
3400,"High Value"
3401,"Medium Value"
3402,"High Value"
3403,"Medium Value"
3404,"High Value"
3406,"High Value"
3408,"Medium Value"
3409,"High Value"
3411,"Medium Value"
3412,"Medium Value"
3413,"Medium Value"
3414,"High Value"
3415,"High Value"
3416,"High Value"
3418,"High Value"
3419,"Medium Value"
3422,"High Value"
3423,"High Value"
3424,"Medium Value"
3425,"Low Value"
3426,"Medium Value"
3427,"Medium Value"
3430,"Medium Value"
3431,"High Value"
3432,"Medium Value"
3433,"High Value"
3434,"Medium Value"
3435,"Low Value"
3436,"Medium Value"
3437,"Medium Value"
3438,"High Value"
3439,"Medium Value"
3440,"Medium Value"
3441,"Medium Value"
3442,"High Value"
3443,"Low Value"
3444,"High Value"
3445,"High Value"
3446,"High Value"
3447,"High Value"
3448,"Medium Value"
3450,"High Value"
3451,"Medium Value"
3452,"Medium Value"
3453,"Medium Value"
3455,"Medium Value"
3456,"High Value"
3457,"Medium Value"
3458,"Medium Value"
3459,"Low Value"
3461,"High Value"
3463,"Medium Value"
3464,"Medium Value"
3465,"Low Value"
3466,"High Value"
3467,"Low Value"
3468,"Medium Value"
3469,"Medium Value"
3470,"Low Value"
3472,"High Value"
3473,"Medium Value"
3474,"Medium Value"
3475,"Low Value"
3476,"High Value"
3478,"Medium Value"
3479,"Medium Value"
3480,"High Value"
3481,"Medium Value"
3483,"High Value"
3485,"Low Value"
3486,"Low Value"
3487,"Medium Value"
3488,"High Value"
3489,"Medium Value"
3491,"Medium Value"
3492,"Medium Value"
3493,"Medium Value"
3494,"High Value"
3496,"Medium Value"
3498,"Medium Value"
3499,"Medium Value"
3500,"Medium Value"
3501,"Medium Value"
3502,"Medium Value"
3504,"Medium Value"
3505,"Medium Value"
3506,"Low Value"
3507,"Medium Value"
3509,"High Value"
3511,"High Value"
3512,"Medium Value"
3513,"Medium Value"
3514,"High Value"
3515,"High Value"
3516,"Low Value"
3518,"High Value"
3519,"Medium Value"
3521,"High Value"
3522,"High Value"
3523,"Medium Value"
3524,"Medium Value"
3525,"High Value"
3526,"Medium Value"
3527,"High Value"
3528,"Medium Value"
3529,"Low Value"
3531,"Medium Value"
3532,"High Value"
3533,"High Value"
3534,"High Value"
3535,"High Value"
3536,"High Value"
3537,"Medium Value"
3538,"Low Value"
3539,"Medium Value"
3540,"High Value"
3541,"Medium Value"
3542,"Medium Value"
3543,"High Value"
3546,"Medium Value"
3547,"Medium Value"
3548,"Medium Value"
3549,"High Value"
3551,"Medium Value"
3553,"High Value"
3554,"Medium Value"
3556,"Medium Value"
3557,"Medium Value"
3558,"Medium Value"
3559,"High Value"
3560,"High Value"
3562,"Medium Value"
3564,"Medium Value"
3565,"Medium Value"
3567,"High Value"
3568,"Medium Value"
3569,"High Value"
3570,"Medium Value"
3571,"Medium Value"
3572,"High Value"
3573,"Medium Value"
3574,"High Value"
3575,"Medium Value"
3576,"Medium Value"
3577,"Medium Value"
3578,"High Value"
3579,"High Value"
3580,"Medium Value"
3582,"Low Value"
3583,"High Value"
3584,"Low Value"
3585,"Medium Value"
3587,"High Value"
3589,"Medium Value"
3591,"Medium Value"
3593,"Medium Value"
3594,"High Value"
3595,"Medium Value"
3597,"Medium Value"
3598,"High Value"
3600,"Medium Value"
3601,"Medium Value"
3602,"Low Value"
3603,"High Value"
3604,"Medium Value"
3605,"High Value"
3606,"High Value"
3607,"High Value"
3608,"Medium Value"
3610,"Medium Value"
3611,"Medium Value"
3612,"High Value"
3613,"Low Value"
3614,"Medium Value"
3615,"High Value"
3618,"High Value"
3619,"Medium Value"
3620,"Medium Value"
3621,"High Value"
3622,"High Value"
3623,"High Value"
3626,"Medium Value"
3627,"High Value"
3628,"Medium Value"
3632,"High Value"
3633,"Medium Value"
3634,"High Value"
3635,"Medium Value"
3636,"Medium Value"
3639,"Medium Value"
3641,"High Value"
3642,"Medium Value"
3643,"High Value"
3644,"High Value"
3645,"Medium Value"
3646,"Medium Value"
3647,"High Value"
3650,"Low Value"
3651,"High Value"
3652,"Medium Value"
3653,"High Value"
3655,"High Value"
3656,"Medium Value"
3658,"High Value"
3659,"Low Value"
3660,"Medium Value"
3661,"Medium Value"
3662,"High Value"
3663,"High Value"
3664,"High Value"
3666,"High Value"
3667,"Medium Value"
3668,"Low Value"
3669,"High Value"
3670,"Medium Value"
3671,"Medium Value"
3673,"High Value"
3674,"High Value"
3675,"Low Value"
3676,"High Value"
3677,"Medium Value"
3680,"Medium Value"
3681,"High Value"
3683,"Medium Value"
3685,"Medium Value"
3686,"Medium Value"
3687,"Medium Value"
3689,"High Value"
3690,"High Value"
3691,"Low Value"
3694,"Medium Value"
3695,"Medium Value"
3696,"Medium Value"
3697,"High Value"
3698,"High Value"
3699,"High Value"
3700,"High Value"
3701,"Medium Value"
3702,"Medium Value"
3703,"High Value"
3704,"High Value"
3705,"Medium Value"
3706,"High Value"
3707,"Medium Value"
3709,"Medium Value"
3711,"Low Value"
3712,"Medium Value"
3713,"High Value"
3717,"High Value"
3719,"High Value"
3720,"Medium Value"
3721,"High Value"
3722,"Medium Value"
3723,"Medium Value"
3724,"Medium Value"
3725,"High Value"
3726,"High Value"
3727,"High Value"
3728,"Medium Value"
3730,"High Value"
3731,"High Value"
3732,"High Value"
3733,"Medium Value"
3734,"High Value"
3735,"High Value"
3736,"Medium Value"
3738,"Medium Value"
3739,"Low Value"
3740,"Medium Value"
3741,"Medium Value"
3742,"High Value"
3743,"High Value"
3745,"High Value"
3746,"Medium Value"
3747,"Medium Value"
3748,"Medium Value"
3749,"High Value"
3750,"High Value"
3751,"Medium Value"
3752,"Low Value"
3753,"High Value"
3754,"High Value"
3755,"Medium Value"
3756,"High Value"
3757,"High Value"
3758,"Medium Value"
3759,"High Value"
3760,"Medium Value"
3761,"Medium Value"
3762,"Medium Value"
3764,"Medium Value"
3765,"High Value"
3766,"Medium Value"
3768,"High Value"
3769,"Medium Value"
3770,"Medium Value"
3771,"Medium Value"
3772,"Medium Value"
3773,"Medium Value"
3774,"Medium Value"
3775,"Medium Value"
3776,"Medium Value"
3777,"Medium Value"
3779,"Medium Value"
3780,"High Value"
3781,"Medium Value"
3783,"High Value"
3784,"High Value"
3785,"Medium Value"
3786,"Medium Value"
3787,"High Value"
3788,"High Value"
3790,"Medium Value"
3791,"High Value"
3792,"Low Value"
3793,"Medium Value"
3794,"Medium Value"
3795,"Medium Value"
3796,"Medium Value"
3797,"High Value"
3798,"Medium Value"
3800,"High Value"
3803,"Medium Value"
3806,"Medium Value"
3807,"High Value"
3808,"Medium Value"
3809,"Medium Value"
3810,"Medium Value"
3811,"High Value"
3812,"Medium Value"
3813,"High Value"
3814,"Medium Value"
3815,"Medium Value"
3816,"Medium Value"
3817,"Low Value"
3818,"Medium Value"
3819,"Medium Value"
3820,"Medium Value"
3821,"High Value"
3822,"Medium Value"
3823,"Medium Value"
3824,"Medium Value"
3825,"High Value"
3826,"High Value"
3827,"High Value"
3828,"High Value"
3830,"Medium Value"
3832,"High Value"
3833,"Medium Value"
3834,"Medium Value"
3835,"Medium Value"
3837,"High Value"
3838,"Medium Value"
3839,"High Value"
3842,"High Value"
3843,"High Value"
3844,"High Value"
3845,"High Value"
3847,"Medium Value"
3848,"Medium Value"
3849,"High Value"
3852,"High Value"
3853,"High Value"
3855,"High Value"
3856,"High Value"
3857,"Low Value"
3858,"High Value"
3859,"Medium Value"
3860,"Medium Value"
3862,"High Value"
3863,"Medium Value"
3864,"Medium Value"
3865,"Medium Value"
3867,"High Value"
3868,"High Value"
3869,"High Value"
3870,"Medium Value"
3871,"Low Value"
3872,"Medium Value"
3873,"Medium Value"
3874,"Low Value"
3875,"Medium Value"
3876,"Medium Value"
3877,"Low Value"
3878,"High Value"
3879,"Medium Value"
3880,"Medium Value"
3882,"High Value"
3883,"High Value"
3884,"High Value"
3885,"High Value"
3886,"Medium Value"
3890,"Medium Value"
3892,"Medium Value"
3893,"High Value"
3894,"High Value"
3897,"Medium Value"
3898,"Medium Value"
3900,"Medium Value"
3901,"Medium Value"
3902,"Low Value"
3903,"High Value"
3904,"Low Value"
3905,"High Value"
3906,"High Value"
3907,"High Value"
3908,"High Value"
3910,"High Value"
3911,"Medium Value"
3912,"Low Value"
3913,"High Value"
3914,"High Value"
3915,"Medium Value"
3916,"High Value"
3917,"Medium Value"
3918,"Medium Value"
3921,"Medium Value"
3923,"High Value"
3925,"Medium Value"
3926,"Medium Value"
3928,"High Value"
3929,"Medium Value"
3930,"High Value"
3931,"Low Value"
3932,"Low Value"
3933,"High Value"
3934,"Medium Value"
3935,"High Value"
3936,"Medium Value"
3937,"Medium Value"
3938,"High Value"
3939,"High Value"
3940,"Medium Value"
3941,"High Value"
3942,"Medium Value"
3943,"Low Value"
3944,"High Value"
3945,"High Value"
3947,"High Value"
3948,"Medium Value"
3949,"Medium Value"
3950,"Medium Value"
3953,"High Value"
3954,"High Value"
3955,"High Value"
3956,"High Value"
3957,"Medium Value"
3958,"Medium Value"
3960,"Medium Value"
3961,"Medium Value"
3963,"Medium Value"
3964,"Medium Value"
3965,"Low Value"
3966,"High Value"
3967,"High Value"
3968,"Medium Value"
3970,"High Value"
3971,"Medium Value"
3973,"Medium Value"
3974,"Medium Value"
3975,"Medium Value"
3976,"High Value"
3977,"Medium Value"
3978,"High Value"
3981,"High Value"
3982,"Medium Value"
3984,"High Value"
3985,"High Value"
3986,"High Value"
3987,"Medium Value"
3988,"Low Value"
3990,"High Value"
3991,"High Value"
3992,"Medium Value"
3993,"High Value"
3994,"Medium Value"
3996,"High Value"
3998,"Low Value"
3999,"High Value"
4000,"Medium Value"
4001,"High Value"
4002,"Medium Value"
4004,"High Value"
4005,"High Value"
4007,"Medium Value"
4008,"Medium Value"
4009,"Low Value"
4010,"High Value"
4011,"Medium Value"
4012,"High Value"
4013,"High Value"
4014,"High Value"
4015,"Medium Value"
4016,"High Value"
4018,"High Value"
4020,"High Value"
4022,"Medium Value"
4024,"High Value"
4025,"Medium Value"
4026,"Medium Value"
4027,"High Value"
4028,"High Value"
4029,"High Value"
4030,"High Value"
4031,"Medium Value"
4032,"Medium Value"
4033,"High Value"
4034,"Medium Value"
4035,"Medium Value"
4036,"High Value"
4037,"High Value"
4038,"Medium Value"
4039,"Medium Value"
4041,"Medium Value"
4042,"Medium Value"
4043,"High Value"
4044,"Medium Value"
4045,"Low Value"
4046,"Medium Value"
4047,"Medium Value"
4048,"Low Value"
4049,"Medium Value"
4050,"High Value"
4051,"High Value"
4052,"Medium Value"
4053,"Medium Value"
4054,"High Value"
4055,"High Value"
4056,"High Value"
4057,"Medium Value"
4058,"High Value"
4059,"Low Value"
4060,"Medium Value"
4061,"Medium Value"
4062,"Low Value"
4063,"Medium Value"
4064,"Medium Value"
4065,"High Value"
4066,"Medium Value"
4067,"Medium Value"
4068,"Medium Value"
4070,"Medium Value"
4071,"Low Value"
4072,"Medium Value"
4073,"Medium Value"
4074,"Medium Value"
4075,"High Value"
4076,"High Value"
4077,"Medium Value"
4078,"Medium Value"
4079,"High Value"
4080,"High Value"
4081,"High Value"
4082,"Medium Value"
4083,"High Value"
4084,"Medium Value"
4085,"High Value"
4087,"High Value"
4088,"Medium Value"
4089,"High Value"
4090,"High Value"
4091,"Medium Value"
4093,"Low Value"
4094,"High Value"
4095,"High Value"
4096,"Medium Value"
4098,"High Value"
4099,"Medium Value"
4100,"Medium Value"
4101,"Medium Value"
4102,"High Value"
4103,"Low Value"
4104,"Medium Value"
4105,"Medium Value"
4106,"Medium Value"
4107,"Medium Value"
4109,"High Value"
4110,"High Value"
4111,"Medium Value"
4112,"Medium Value"
4113,"Medium Value"
4114,"High Value"
4115,"Medium Value"
4116,"High Value"
4117,"Medium Value"
4118,"High Value"
4119,"Medium Value"
4120,"High Value"
4121,"Medium Value"
4122,"Low Value"
4123,"Medium Value"
4127,"Medium Value"
4128,"High Value"
4129,"Medium Value"
4130,"High Value"
4131,"High Value"
4132,"High Value"
4133,"High Value"
4135,"High Value"
4137,"Low Value"
4138,"Medium Value"
4139,"Medium Value"
4140,"Medium Value"
4145,"Medium Value"
4148,"High Value"
4149,"High Value"
4152,"Medium Value"
4153,"High Value"
4154,"High Value"
4156,"High Value"
4157,"High Value"
4160,"Medium Value"
4161,"Medium Value"
4162,"High Value"
4163,"High Value"
4165,"Medium Value"
4167,"Medium Value"
4168,"Medium Value"
4169,"Medium Value"
4170,"High Value"
4172,"High Value"
4173,"High Value"
4174,"High Value"
4175,"Medium Value"
4176,"High Value"
4177,"Medium Value"
4178,"Medium Value"
4179,"Medium Value"
4180,"High Value"
4181,"High Value"
4182,"Medium Value"
4183,"High Value"
4184,"Medium Value"
4185,"High Value"
4186,"Medium Value"
4187,"High Value"
4189,"High Value"
4190,"High Value"
4191,"Medium Value"
4192,"Medium Value"
4193,"High Value"
4194,"Medium Value"
4196,"Medium Value"
4197,"Medium Value"
4199,"Medium Value"
4201,"Medium Value"
4202,"Medium Value"
4204,"Medium Value"
4205,"Medium Value"
4207,"Medium Value"
4208,"Medium Value"
4209,"High Value"
4210,"Low Value"
4211,"Medium Value"
4212,"Medium Value"
4213,"Medium Value"
4214,"Medium Value"
4215,"High Value"
4216,"High Value"
4218,"Medium Value"
4220,"High Value"
4221,"High Value"
4222,"High Value"
4223,"High Value"
4224,"Medium Value"
4225,"Low Value"
4226,"Medium Value"
4227,"High Value"
4228,"High Value"
4229,"High Value"
4231,"Medium Value"
4232,"High Value"
4233,"Medium Value"
4235,"Medium Value"
4236,"Medium Value"
4237,"Medium Value"
4238,"Medium Value"
4239,"High Value"
4240,"Medium Value"
4241,"Medium Value"
4242,"Medium Value"
4243,"Medium Value"
4245,"High Value"
4246,"Medium Value"
4247,"Low Value"
4248,"High Value"
4250,"High Value"
4251,"Medium Value"
4253,"Low Value"
4254,"Medium Value"
4255,"Medium Value"
4257,"High Value"
4258,"Low Value"
4259,"High Value"
4260,"Medium Value"
4262,"Medium Value"
4263,"High Value"
4264,"High Value"
4265,"Medium Value"
4266,"Medium Value"
4267,"High Value"
4268,"High Value"
4270,"Low Value"
4271,"Medium Value"
4272,"High Value"
4273,"Medium Value"
4275,"High Value"
4276,"Low Value"
4277,"Medium Value"
4278,"High Value"
4279,"High Value"
4281,"High Value"
4282,"High Value"
4287,"Medium Value"
4288,"Medium Value"
4289,"Low Value"
4290,"Medium Value"
4291,"High Value"
4292,"Medium Value"
4293,"Medium Value"
4295,"High Value"
4296,"High Value"
4297,"Low Value"
4299,"Medium Value"
4300,"High Value"
4302,"High Value"
4303,"Low Value"
4304,"Medium Value"
4306,"Medium Value"
4307,"Medium Value"
4308,"High Value"
4309,"High Value"
4310,"Medium Value"
4311,"High Value"
4312,"High Value"
4313,"Medium Value"
4314,"Medium Value"
4318,"Medium Value"
4319,"High Value"
4320,"Low Value"
4322,"Low Value"
4323,"Medium Value"
4324,"Medium Value"
4327,"High Value"
4328,"Medium Value"
4329,"High Value"
4330,"High Value"
4332,"Medium Value"
4333,"Medium Value"
4335,"High Value"
4337,"High Value"
4338,"Medium Value"
4339,"High Value"
4340,"High Value"
4341,"Medium Value"
4342,"High Value"
4343,"High Value"
4345,"High Value"
4346,"Medium Value"
4348,"Medium Value"
4349,"High Value"
4350,"High Value"
4352,"Medium Value"
4353,"Medium Value"
4354,"Medium Value"
4355,"Medium Value"
4356,"Medium Value"
4357,"Medium Value"
4358,"High Value"
4359,"Medium Value"
4360,"High Value"
4362,"Low Value"
4363,"Medium Value"
4365,"High Value"
4366,"High Value"
4367,"High Value"
4368,"High Value"
4369,"Medium Value"
4370,"Medium Value"
4371,"Medium Value"
4372,"Medium Value"
4373,"High Value"
4374,"Medium Value"
4375,"Medium Value"
4376,"High Value"
4377,"High Value"
4378,"High Value"
4379,"High Value"
4381,"High Value"
4382,"Medium Value"
4383,"Medium Value"
4384,"High Value"
4385,"High Value"
4387,"High Value"
4388,"Medium Value"
4389,"Medium Value"
4390,"Low Value"
4391,"Medium Value"
4393,"High Value"
4394,"High Value"
4395,"Medium Value"
4396,"Medium Value"
4397,"High Value"
4399,"Medium Value"
4400,"Medium Value"
4401,"Low Value"
4402,"High Value"
4403,"Medium Value"
4404,"Medium Value"
4405,"Medium Value"
4406,"High Value"
4407,"High Value"
4408,"Medium Value"
4409,"High Value"
4410,"Medium Value"
4411,"High Value"
4412,"High Value"
